ƒ,Long_Title,Subtitle,Currency,ISA_eligible,ISIN,MIC,Symbol,Fractional_Enabled,PLUS_only,for_Ireland_investors,for_Netherlands_investors,DUTCH_KIID_URL
EnQuest,EnQuest plc,Oil and gas,GBP,TRUE,GB00B635TG28,XLON,ENQ,FALSE,TRUE,TRUE,TRUE,
Baron Oil,Baron Oil plc,Oil and gas,GBP,TRUE,GB00B01QGH57,XLON,BOIL,FALSE,TRUE,TRUE,TRUE,
Jersey Oil and Gas,Jersey Oil and Gas plc,Oil and gas,GBP,TRUE,GB00BYN5YK77,XLON,JOG,FALSE,TRUE,TRUE,TRUE,
Rockhopper,Rockhopper Exploration plc,Oil and gas,GBP,TRUE,GB00B0FVQX23,XLON,RKH,FALSE,TRUE,TRUE,TRUE,
Deltic Energy,Deltic Energy,Oil and gas,GBP,TRUE,GB00B6SYKF01,XLON,DELT,FALSE,TRUE,TRUE,TRUE,
Volga Gas,Volga Gas,Oil and gas,GBP,TRUE,GB00B1VN4809,XLON,VGAS,FALSE,TRUE,TRUE,TRUE,
Quadrise Fuels,Quadrise Fuels,Oil and gas,GBP,TRUE,GB00B11DDB67,XLON,QFI,FALSE,TRUE,TRUE,TRUE,
Parkmead,Parkmead Group (the) plc,Oil and gas,GBP,TRUE,GB00BGCYZL73,XLON,PMG,FALSE,TRUE,TRUE,TRUE,
Tower Resources,Tower Resources PLC Ord GBP0.00001,Oil and gas,GBP,TRUE,GB00BZ6D6J81,XLON,TRP,FALSE,TRUE,TRUE,TRUE,
Mosman Oil and Gas,Mosman Oil and Gas Limited,Oil and gas,GBP,TRUE,AU0000XINET1,XLON,MSMN,FALSE,TRUE,TRUE,TRUE,
Rockfire Resources,Rockfire Resources,Oil and gas,GBP,TRUE,GB00B42TN250,XLON,ROCK,FALSE,TRUE,TRUE,TRUE,
Oilex,Oilex Ld,Oil and gas,GBP,TRUE,AU000000OEX8,XLON,OEX,FALSE,TRUE,TRUE,TRUE,
President Energy,President Energy plc,Oil and gas,GBP,TRUE,GB00B3DDP128,XLON,PPC,FALSE,TRUE,TRUE,TRUE,
Ascent Resources,Ascent Resources plc,Oil and gas,GBP,TRUE,GB00BJVH7905,XLON,AST,FALSE,TRUE,TRUE,TRUE,
Independent Oil,Independent Oil & Gas plc,Oil and gas,GBP,TRUE,GB00BF49WF64,XLON,IOG,FALSE,TRUE,TRUE,TRUE,
BP,BP plc,Oil and gas,GBP,TRUE,GB0007980591,XLON,BP.,FALSE,FALSE,TRUE,TRUE,
Angus Energy,Angus Energy plc,Oil and gas,GBP,TRUE,GB00BYWKC989,XLON,ANGS,FALSE,TRUE,TRUE,TRUE,
Trinity,Trinity Exploration & Production,Oil and gas,GBP,TRUE,GB00B8JG4R91,XLON,TRIN,FALSE,TRUE,TRUE,TRUE,
Zephyr Energy,Zephyr Energy plc,Oil and gas,GBP,TRUE,GB00BF44KY60,XLON,ZPHR,FALSE,TRUE,TRUE,TRUE,
Eco (Atlantic),Eco (Atlantic) Oil & Gas Ltd Com Shs Npv (Di),Oil and gas,GBP,TRUE,CA27887W1005,XLON,ECO,FALSE,TRUE,TRUE,TRUE,
Longboat Energy,Longboat Energy,Oil and gas,GBP,TRUE,GB00BKFW2482,XLON,LBE,FALSE,TRUE,TRUE,TRUE,
Caspian Sunrise,Caspian Sunrise plc,Oil and gas,GBP,TRUE,GB00B1W0VW36,XLON,CASP,FALSE,TRUE,TRUE,TRUE,
Bowleven,Bowleven,Oil and gas,GBP,TRUE,GB00B04PYL99,XLON,BLVN,FALSE,TRUE,TRUE,TRUE,
Plexus Holdings,Plexus Holdings,Oil and gas,GBP,TRUE,GB00B0MDF233,XLON,POS,FALSE,TRUE,TRUE,TRUE,
Infrastrata,Infrastrata,Oil and gas,GBP,TRUE,GB00BLPJ1272,XLON,INFA,FALSE,TRUE,TRUE,TRUE,
Pharos Energy,Pharos Energy plc,Oil and gas,GBP,TRUE,GB00B572ZV91,XLON,PHAR,FALSE,TRUE,TRUE,TRUE,
Empyrean Energy,Empyrean Energy,Oil and gas,GBP,TRUE,GB00B09G2351,XLON,EME,FALSE,TRUE,TRUE,TRUE,
Savannah Energy,Savannah Energy PLC Ord GBP0.001,Oil and gas,GBP,TRUE,GB00BP41S218,XLON,SAVE,FALSE,TRUE,TRUE,TRUE,
Igas Energy,Igas Energy,Oil and gas,GBP,TRUE,GB00BZ042C28,XLON,IGAS,FALSE,TRUE,TRUE,TRUE,
Shell,Royal Dutch Shell A,Oil and gas,GBP,TRUE,GB00B03MLX29,XLON,RDSA,FALSE,FALSE,TRUE,TRUE,
Lekoil,Lekoil,Oil and gas,GBP,TRUE,KYG5462G1073,XLON,LEK,FALSE,TRUE,TRUE,TRUE,
Shell,Royal Dutch Shell plc B class,Oil and gas,GBP,TRUE,GB00B03MM408,XLON,RDSB,FALSE,FALSE,TRUE,TRUE,
88 Energy,88 Energy,Oil and gas,GBP,TRUE,AU00000088E2,XLON,88E,FALSE,TRUE,TRUE,TRUE,
Nostra Terra,Nostra Terra Oil & Gas Company plc,Oil and gas,GBP,TRUE,GB00BZ76F335,XLON,NTOG,FALSE,TRUE,TRUE,TRUE,
Victoria Oil and Gas,Victoria Oil & Gas plc,Oil and gas,GBP,TRUE,GB00BRWR3752,XLON,VOG,FALSE,TRUE,TRUE,TRUE,
Sdx Energy,Sdx Energy plc,Oil and gas,GBP,TRUE,GB00BJ5JNL69,XLON,SDX,FALSE,TRUE,TRUE,TRUE,
Scirocco,Scirocco Energy plc,Oil and gas,GBP,TRUE,GB00BF1BK408,XLON,SCIR,FALSE,TRUE,TRUE,TRUE,
Pantheon,Pantheon Resources plc,Oil and gas,GBP,TRUE,GB00B125SX82,XLON,PANR,FALSE,TRUE,TRUE,TRUE,
United Oil & Gas,United Oil & Gas,Oil and gas,GBP,TRUE,GB00BYX0MB92,XLON,UOG,FALSE,TRUE,TRUE,TRUE,
Block Energy,Block Energy,Oil and gas,GBP,TRUE,GB00BF3TBT48,XLON,BLOE,FALSE,TRUE,TRUE,TRUE,
Chariot Oil & Gas,Chariot Oil & Gas Ld,Oil and gas,GBP,TRUE,GG00B2R9PM06,XLON,CHAR,FALSE,TRUE,TRUE,TRUE,
Providence,Providence Resources plc,Oil and gas,GBP,TRUE,IE00B66B5T26,XLON,PVR,FALSE,TRUE,TRUE,TRUE,
TomCo Emergy,Tomco Energy plc,Oil and gas,GBP,TRUE,IM00BZBXMN96,XLON,TOM,FALSE,TRUE,TRUE,TRUE,
Bahamas Petroleum,Bahamas Petroleum Company plc,Oil and gas,GBP,TRUE,IM00B3NTV894,XLON,BPC,FALSE,TRUE,TRUE,TRUE,
Petro Matad,Petro Matad,Oil and gas,GBP,TRUE,IM00B292WR19,XLON,MATD,FALSE,TRUE,TRUE,TRUE,
Core Labs,Core Laboratories N.V.,Oil and gas,USD,TRUE,NL0000200384,XNYS,CLB,TRUE,TRUE,TRUE,TRUE,
Frank's Int'l,Frank's International N.V.,Oil and gas,USD,TRUE,NL0010556684,XNYS,FI,TRUE,FALSE,TRUE,TRUE,
Equinor,Equinor ASA (ADR),Oil and gas,USD,TRUE,US29446M1027,XNYS,EQNR,TRUE,FALSE,TRUE,TRUE,
Matador Resources,Matador Resources Company,Oil and gas,USD,TRUE,US5764852050,XNYS,MTDR,TRUE,TRUE,TRUE,TRUE,
Newpark Resources,Newpark Resources,Oil and gas,USD,TRUE,US6517185046,XNYS,NR,TRUE,TRUE,TRUE,TRUE,
Apache,Apache Corp,Oil and gas,USD,TRUE,US0374111054,XNYS,APA,TRUE,FALSE,TRUE,TRUE,
WPX Energy,WPX Energy,Oil and gas,USD,TRUE,US98212B1035,XNYS,WPX,TRUE,FALSE,TRUE,TRUE,
EnLink Midstream,EnLink Midstream LLC,Oil and gas,USD,TRUE,US29336T1007,XNYS,ENLC,TRUE,FALSE,TRUE,TRUE,
MRC Global,MRC Global Inc.,Oil and gas,USD,TRUE,US55345K1034,XNYS,MRC,TRUE,FALSE,TRUE,TRUE,
Viper Energy,Viper Energy Partners LP,Oil and gas,USD,FALSE,US92763M1053,XNAS,VNOM,TRUE,FALSE,TRUE,TRUE,
NextTier Solutions,NexTier Oilfield Solutions,Oil and gas,USD,TRUE,US65290C1053,XNYS,NEX,TRUE,FALSE,TRUE,TRUE,
BP Midstream,BP Midstream Partners LP,Oil and gas,USD,FALSE,US0556EL1098,XNYS,BPMP,TRUE,FALSE,TRUE,TRUE,
Callon Petroleum,Callon Petroleum Company,Oil and gas,USD,TRUE,US13123X5086,XNYS,CPE,TRUE,TRUE,TRUE,TRUE,
NuStar Energy,NuStar Energy LP,Oil and gas,USD,FALSE,US67058H1023,XNYS,NS,TRUE,FALSE,TRUE,TRUE,
Enable,Enable,Oil and gas,USD,FALSE,US2924801002,XNYS,ENBL,TRUE,FALSE,TRUE,TRUE,
Hess Midstream,Hess Midstream Operations LP,Oil and gas,USD,FALSE,US4281031058,XNYS,HESM,TRUE,FALSE,TRUE,TRUE,
PBF Energy,PBF Energy Inc.,Oil and gas,USD,TRUE,US69318G1067,XNYS,PBF,TRUE,FALSE,TRUE,TRUE,
Hess,Hess Corp,Oil and gas,USD,TRUE,US42809H1077,XNYS,HES,TRUE,FALSE,TRUE,TRUE,
Oil States,Oil States International,Oil and gas,USD,TRUE,US6780261052,XNYS,OIS,TRUE,TRUE,TRUE,TRUE,
Gulfport Energy,Gulfport Energy Corp,Oil and gas,USD,TRUE,US4026353049,XNAS,GPOR,TRUE,TRUE,TRUE,TRUE,
Western Midstream,Western Midstream,Oil and gas,USD,FALSE,US9586691035,XNAS,WES,TRUE,FALSE,TRUE,TRUE,
Plains GP Holdings,"Plains GP Holdings, L.P.",Oil and gas,USD,FALSE,US72651A2078,XNYS,PAGP,TRUE,FALSE,TRUE,TRUE,
Comstock Resources,Comstock Resources Inc,Oil and gas,USD,TRUE,US2057683029,XNYS,CRK,TRUE,FALSE,TRUE,TRUE,
NOW,Now Inc,Oil and gas,USD,TRUE,US67011P1003,XNYS,DNOW,TRUE,TRUE,TRUE,TRUE,
Archrock,Archrock Inc,Oil and gas,USD,TRUE,US03957W1062,XNYS,AROC,TRUE,TRUE,TRUE,TRUE,
Centennial Resource,Centennial Resource Development Inc,Oil and gas,USD,TRUE,US15136A1025,XNAS,CDEV,TRUE,FALSE,TRUE,TRUE,
Sm Energy,Sm Energy Company,Oil and gas,USD,TRUE,US78454L1008,XNYS,SM,TRUE,TRUE,TRUE,TRUE,
DCP Midstream,DCP Midstream,Oil and gas,USD,FALSE,US23311P1003,XNYS,DCP,TRUE,FALSE,TRUE,TRUE,
Whiting Petroleum,Whiting Petroleum Corp.,Oil and gas,USD,TRUE,US9663875089,XNYS,WLL,TRUE,FALSE,TRUE,TRUE,
Fluor,Fluor Corporation,Oil and gas,USD,TRUE,US3434121022,XNYS,FLR,TRUE,FALSE,TRUE,TRUE,
Ring Energy,Ring Energy Inc,Oil and gas,USD,TRUE,US76680V1089,XNYS,REI,TRUE,FALSE,TRUE,TRUE,
Range Resources,Range Resources Corp,Oil and gas,USD,TRUE,US75281A1097,XNYS,RRC,TRUE,TRUE,TRUE,TRUE,
Cheniere,Cheniere Energy Inc,Oil and gas,USD,TRUE,US16411R2085,XNYS,LNG,TRUE,FALSE,TRUE,TRUE,
NGL Energy Partners,NGL Energy Partners LP,Oil and gas,USD,FALSE,US62913M1071,XNYS,NGL,TRUE,FALSE,TRUE,TRUE,
PDC Energy,Pdc Energy Inc,Oil and gas,USD,TRUE,US69327R1014,XNAS,PDCE,TRUE,TRUE,TRUE,TRUE,
Occidental,Occidental Petroleum Corp,Oil and gas,USD,TRUE,US6745991058,XNYS,OXY,TRUE,FALSE,TRUE,TRUE,
Qep Resources,Qep Resources,Oil and gas,USD,TRUE,US74733V1008,XNYS,QEP,TRUE,TRUE,TRUE,TRUE,
Kosmos Energy,Kosmos Energy Ltd,Oil and gas,USD,TRUE,US5006881065,XNYS,KOS,TRUE,FALSE,TRUE,TRUE,
Antero Resources,Antero Resources Corporation,Oil and gas,USD,TRUE,US03674X1063,XNYS,AR,TRUE,FALSE,TRUE,TRUE,
BP Prudhoe Bay,BP Prudhoe Bay Royalty Trust,Oil and gas,USD,FALSE,US0556301077,XNYS,BPT,TRUE,FALSE,TRUE,TRUE,
Continental,Continental Resources Inc,Oil and gas,USD,TRUE,US2120151012,XNYS,CLR,TRUE,FALSE,TRUE,TRUE,
HollyFrontier,HollyFrontier,Oil and gas,USD,TRUE,US4361061082,XNYS,HFC,TRUE,FALSE,TRUE,TRUE,
PBF Logistics,PBF Logistics LP,Oil and gas,USD,FALSE,US69318Q1040,XNYS,PBFX,TRUE,FALSE,TRUE,TRUE,
Parsley Energy,Parsley Energy,Oil and gas,USD,TRUE,US7018771029,XNYS,PE,TRUE,FALSE,TRUE,TRUE,
Black Stone Mineral,"Black Stone Minerals, L.P.",Oil and gas,USD,FALSE,US09225M1018,XNYS,BSM,TRUE,FALSE,TRUE,TRUE,
Summit Midstream,Summit Midstream Partners LP,Oil and gas,USD,TRUE,US8661424098,XNAS,SMLP,TRUE,FALSE,TRUE,TRUE,
ExxonMobil,Exxon Mobil Corp,Oil and gas,USD,TRUE,US30231G1022,XNYS,XOM,TRUE,FALSE,TRUE,TRUE,
Talos Energy,Talos Energy Inc,Oil and gas,USD,TRUE,US87484T1088,XNYS,TALO,TRUE,TRUE,TRUE,TRUE,
KLX Energy,"KLX Energy Services Holdings, Inc.",Oil and gas,USD,TRUE,US48253L2051,XNAS,KLXE,TRUE,FALSE,TRUE,TRUE,
RPC,RPC Inc,Oil and gas,USD,TRUE,US7496601060,XNYS,RES,TRUE,TRUE,TRUE,TRUE,
Targa Resources,Targa Resources,Oil and gas,USD,TRUE,US87612G1013,XNYS,TRGP,TRUE,FALSE,TRUE,TRUE,
Holly Energy,Holly Energy Partners LP,Oil and gas,USD,FALSE,US4357631070,XNYS,HEP,TRUE,FALSE,TRUE,TRUE,
Laredo Petroleum,Laredo Petroleum Holdings Inc,Oil and gas,USD,TRUE,US5168062058,XNYS,LPI,TRUE,TRUE,TRUE,TRUE,
Ovintiv,Ovintiv,Oil and gas,USD,TRUE,US69047Q1022,XNYS,OVV,TRUE,FALSE,TRUE,TRUE,
Southwest Gas,Southwest Gas,Oil and gas,USD,TRUE,US8448951025,XNYS,SWX,TRUE,FALSE,TRUE,TRUE,
Noble Midstream,Noble Midstream Partners LP,Oil and gas,USD,FALSE,US65506L1052,XNAS,NBLX,TRUE,FALSE,TRUE,TRUE,
Cimarex,Cimarex,Oil and gas,USD,TRUE,US1717981013,XNYS,XEC,TRUE,FALSE,TRUE,TRUE,
SandRidge Energy,"SandRidge Energy, Inc.",Oil and gas,USD,TRUE,US80007P8692,XNYS,SD,TRUE,FALSE,TRUE,TRUE,
Phillips 66,Phillips 66 Co,Oil and gas,USD,TRUE,US7185461040,XNYS,PSX,TRUE,FALSE,TRUE,TRUE,
Magellan Midstream,Magellan Midstream Partners LP,Oil and gas,USD,FALSE,US5590801065,XNYS,MMP,TRUE,FALSE,TRUE,TRUE,
Dril-Quip,Dril-Quip,Oil and gas,USD,TRUE,US2620371045,XNYS,DRQ,TRUE,TRUE,TRUE,TRUE,
Helix Energy,Helix Energy Solutions Group,Oil and gas,USD,TRUE,US42330P1075,XNYS,HLX,TRUE,TRUE,TRUE,TRUE,
Bonanza Ceek,Bonanza Creek Energy Inc,Oil and gas,USD,TRUE,US0977934001,XNYS,BCEI,TRUE,TRUE,TRUE,TRUE,
Sasol,Sasol Ltd (ADR),Oil and gas,USD,TRUE,US8038663006,XNYS,SSL,TRUE,FALSE,TRUE,TRUE,
Placeholder,Teekay Corporation,Placeholder,USD,FALSE,MHY8564W1030,XNYS,TK,TRUE,FALSE,TRUE,TRUE,
Immutep,Immutep Ltd (ADR),Biotechnology,USD,TRUE,US45257L1089,XNAS,IMMP,TRUE,FALSE,TRUE,TRUE,
Galapagos,Galapagos NV (ADR),Biotechnology,USD,TRUE,US36315X1019,XNAS,GLPG,TRUE,FALSE,TRUE,TRUE,
Genmab,Genmab,Biotechnology,USD,TRUE,US3723032062,XNAS,GMAB,TRUE,FALSE,TRUE,TRUE,
Ascendis Pharma,Ascendis Pharma A/S (ADR),Biotechnology,USD,FALSE,US04351P1012,XNAS,ASND,TRUE,FALSE,TRUE,TRUE,
Novacyt,Novacyt SA,Biotechnology,GBP,TRUE,FR0010397232,XLON,NCYT,FALSE,TRUE,TRUE,TRUE,
Destiny Pharma,Destiny Pharma,Biotechnology,GBP,TRUE,GB00BDHSP575,XLON,DEST,FALSE,TRUE,TRUE,TRUE,
E-Therapeutics,E-Therapeutics plc,Biotechnology,GBP,TRUE,GB00B2823H99,XLON,ETX,FALSE,TRUE,TRUE,TRUE,
Silence Therapeutics,Silence Therapeutics plc,Biotechnology,GBP,TRUE,GB00B9GTXM62,XLON,SLN,FALSE,FALSE,TRUE,TRUE,
Bioventex,Bioventex plc,Biotechnology,GBP,TRUE,GB00B4QVDF07,XLON,BVXP,FALSE,FALSE,TRUE,TRUE,
Fusion Antibodies,Fusion Antibodies,Biotechnology,GBP,TRUE,GB00BDQZGK16,XLON,FAB,FALSE,TRUE,TRUE,TRUE,
Genus,Genus plc,Biotechnology,GBP,TRUE,GB0002074580,XLON,GNS,FALSE,FALSE,TRUE,TRUE,
Oxford Biomed,Oxford Biomedica plc,Biotechnology,GBP,TRUE,GB00BDFBVT43,XLON,OXB,FALSE,FALSE,TRUE,TRUE,
argenx,argenx SE (ADR),Biotechnology,USD,TRUE,US04016X1019,XNAS,ARGX,TRUE,FALSE,TRUE,TRUE,
bluebird bio,bluebird bio,Biotechnology,USD,TRUE,US09609G1004,XNAS,BLUE,TRUE,FALSE,TRUE,TRUE,
Cara Therapeutics,Cara Therapeutics Inc,Biotechnology,USD,TRUE,US1407551092,XNAS,CARA,TRUE,FALSE,TRUE,TRUE,
Ziopharm,Ziopharm Oncology Inc,Biotechnology,USD,TRUE,US98973P1012,XNAS,ZIOP,TRUE,FALSE,TRUE,TRUE,
Vir Biotech,Vir Biotechnology Inc,Biotechnology,USD,TRUE,US92764N1028,XNAS,VIR,TRUE,FALSE,TRUE,TRUE,
Acorda Therapeutics,"Acorda Therapeutics, Inc.",Biotechnology,USD,TRUE,US00484M1062,XNAS,ACOR,TRUE,FALSE,TRUE,TRUE,
Mirati Therapeutics,Mirati Therapeutics Inc,Biotechnology,USD,TRUE,US60468T1051,XNAS,MRTX,TRUE,FALSE,TRUE,TRUE,
ImmunoGen,ImmunoGen Inc,Biotechnology,USD,TRUE,US45253H1014,XNAS,IMGN,TRUE,FALSE,TRUE,TRUE,
Vertex Pharma,Vertex Pharmaceuticals Inc,Biotechnology,USD,TRUE,US92532F1003,XNAS,VRTX,TRUE,FALSE,TRUE,TRUE,
Seres Therapeutics,Seres Therapeutics,Biotechnology,USD,TRUE,US81750R1023,XNAS,MCRB,TRUE,FALSE,TRUE,TRUE,
Guardant Health,Guardant Health Inc,Biotechnology,USD,TRUE,US40131M1099,XNAS,GH,TRUE,FALSE,TRUE,TRUE,
Relay Therapeutics,Relay Therapeutics,Biotechnology,USD,FALSE,US75943R1023,XNAS,RLAY,TRUE,FALSE,TRUE,TRUE,
Stoke Therapeutics,Stoke Therapeutics,Biotechnology,USD,TRUE,US86150R1077,XNAS,STOK,TRUE,FALSE,TRUE,TRUE,
BioNTech,BioNTech SE (ADR),Biotechnology,USD,TRUE,US09075V1026,XNAS,BNTX,TRUE,FALSE,TRUE,TRUE,
Inovio,Inovio Pharmaceuticals Inc,Biotechnology,USD,TRUE,US45773H2013,XNAS,INO,TRUE,FALSE,TRUE,TRUE,
Halozyme,Halozyme,Biotechnology,USD,TRUE,US40637H1095,XNAS,HALO,TRUE,FALSE,TRUE,TRUE,
Moderna,Moderna Inc,Biotechnology,USD,TRUE,US60770K1079,XNAS,MRNA,TRUE,FALSE,TRUE,TRUE,
Allogene,Allogene Therapeutics Inc,Biotechnology,USD,TRUE,US0197701065,XNAS,ALLO,TRUE,FALSE,TRUE,TRUE,
United Therapeutics,United Therapeutics Corporation,Biotechnology,USD,TRUE,US91307C1027,XNAS,UTHR,TRUE,FALSE,TRUE,TRUE,
FivePrime,"Five Prime Therapeutics, Inc.",Biotechnology,USD,TRUE,US33830X1046,XNAS,FPRX,TRUE,FALSE,TRUE,TRUE,
Geron,Geron Corp,Biotechnology,USD,TRUE,US3741631036,XNAS,GERN,TRUE,FALSE,TRUE,TRUE,
Frequency Thera.,Frequency Therapeutics Inc,Biotechnology,USD,TRUE,US35803L1089,XNAS,FREQ,TRUE,FALSE,TRUE,TRUE,
Repligen,Repligen Corporation,Biotechnology,USD,TRUE,US7599161095,XNAS,RGEN,TRUE,FALSE,TRUE,TRUE,
Pacific Biosciences,"Pacific Biosciences of California, Inc.",Biotechnology,USD,TRUE,US69404D1081,XNAS,PACB,TRUE,TRUE,TRUE,TRUE,
Curis,Curis Inc,Biotechnology,USD,TRUE,US2312692005,XNAS,CRIS,TRUE,FALSE,TRUE,TRUE,
Lantern Pharma,Lantern Pharma Inc,Biotechnology,USD,TRUE,US51654W1018,XNAS,LTRN,TRUE,FALSE,TRUE,TRUE,
Organovo,Organovo Holdings Inc,Biotechnology,USD,TRUE,US68620A1043,XNAS,ONVO,TRUE,FALSE,TRUE,TRUE,
Ionis Pharma,Ionis Pharmaceuticals Inc,Biotechnology,USD,TRUE,US4622221004,XNAS,IONS,TRUE,FALSE,TRUE,TRUE,
Adaptive Biotech,Adaptive Biotechnologies Corp,Biotechnology,USD,TRUE,US00650F1093,XNAS,ADPT,TRUE,FALSE,TRUE,TRUE,
Heron Therapeutics,"Heron Therapeutics, Inc.",Biotechnology,USD,TRUE,US4277461020,XNAS,HRTX,TRUE,FALSE,TRUE,TRUE,
Translate Bio,Translate Bio Inc,Biotechnology,USD,TRUE,US89374L1044,XNAS,TBIO,TRUE,FALSE,TRUE,TRUE,
Acceleron Pharma,Acceleron Pharma Inc,Biotechnology,USD,TRUE,US00434H1086,XNAS,XLRN,TRUE,FALSE,TRUE,TRUE,
NCC,NCC Group plc,Cybersecurity,GBP,TRUE,GB00B01QGK86,XLON,NCC,FALSE,TRUE,TRUE,TRUE,
Crossword,Crossword,Cybersecurity,GBP,TRUE,GB00BPFJXS57,XLON,CCS,FALSE,TRUE,TRUE,TRUE,
Avast,Avast Software s.r.o.,Cybersecurity,GBP,TRUE,GB00BDD85M81,XLON,AVST,FALSE,FALSE,TRUE,TRUE,
Allot Com,Allot Communications Ltd.,Cybersecurity,USD,TRUE,IL0010996549,XNAS,ALLT,TRUE,FALSE,TRUE,TRUE,
Check Point,Check Point Software Technologies Ltd,Cybersecurity,USD,TRUE,IL0010824113,XNAS,CHKP,TRUE,FALSE,TRUE,TRUE,
CyberArk Software,Cyberark Software Ltd,Cybersecurity,USD,TRUE,IL0011334468,XNAS,CYBR,TRUE,FALSE,TRUE,TRUE,
Radware,Radware Ltd,Cybersecurity,USD,TRUE,IL0010834765,XNAS,RDWR,TRUE,FALSE,TRUE,TRUE,
Kape,Kape Technologies plc,Cybersecurity,GBP,TRUE,IM00BQ8NYV14,XLON,KAPE,FALSE,FALSE,TRUE,TRUE,
Mimecast,Mimecast Ltd,Cybersecurity,USD,TRUE,GB00BYT5JK65,XNAS,MIME,TRUE,FALSE,TRUE,TRUE,
SailPoint,SailPoint Technologies Holdings Inc,Cybersecurity,USD,TRUE,US78781P1057,XNYS,SAIL,TRUE,FALSE,TRUE,TRUE,
Palo Alto Networks,Palo Alto Networks Inc,Cybersecurity,USD,TRUE,US6974351057,XNYS,PANW,TRUE,FALSE,TRUE,TRUE,
Tenable Holdings,Tenable Holdings,Cybersecurity,USD,TRUE,US88025T1025,XNAS,TENB,TRUE,FALSE,TRUE,TRUE,
McAfee,McAfee Inc,Cybersecurity,USD,TRUE,US5790641063,XNAS,MCFE,TRUE,FALSE,TRUE,TRUE,
Datto,Datto Inc,Cybersecurity,USD,TRUE,US23821D1000,XNYS,MSP,TRUE,FALSE,TRUE,TRUE,
Fortinet,Fortinet Inc,Cybersecurity,USD,TRUE,US34959E1091,XNAS,FTNT,TRUE,FALSE,TRUE,TRUE,
RigNet,"RigNet, Inc.",Cybersecurity,USD,TRUE,US7665821002,XNAS,RNET,TRUE,FALSE,TRUE,TRUE,
Proofpoint,Proofpoint Inc,Cybersecurity,USD,TRUE,US7434241037,XNAS,PFPT,TRUE,FALSE,TRUE,TRUE,
Fireeye,Fireeye Inc,Cybersecurity,USD,TRUE,US31816Q1013,XNAS,FEYE,TRUE,FALSE,TRUE,TRUE,
CrowdStrike,CrowdStrike Holdings Inc,Cybersecurity,USD,TRUE,US22788C1053,XNAS,CRWD,TRUE,FALSE,TRUE,TRUE,
Rapid7,Rapid7,Cybersecurity,USD,TRUE,US7534221046,XNAS,RPD,TRUE,FALSE,TRUE,TRUE,
Novanta,Novanta,Medical devices,USD,TRUE,CA67000B1040,XNAS,NOVT,TRUE,FALSE,TRUE,TRUE,
LivaNova,LivaNova,Medical devices,USD,TRUE,GB00BYMT0J19,XNAS,LIVN,TRUE,FALSE,TRUE,TRUE,
Rua Life Sciences,Rua Life Sciences,Medical devices,GBP,TRUE,GB0033360586,XLON,RUA,FALSE,TRUE,TRUE,TRUE,
Surgical Innovations,Surgical Innovations,Medical devices,GBP,TRUE,GB0004016704,XLON,SUN,FALSE,TRUE,TRUE,TRUE,
Proteome Sciences,Proteome Sciences,Medical devices,GBP,TRUE,GB0003104196,XLON,PRM,FALSE,TRUE,TRUE,TRUE,
NuVasive,NuVasive,Medical devices,USD,TRUE,US6707041058,XNAS,NUVA,TRUE,FALSE,TRUE,TRUE,
BioTelemetry,Biotelemetry Inc,Medical devices,USD,TRUE,US0906721065,XNAS,BEAT,TRUE,TRUE,TRUE,TRUE,
Inspire Medical,Inspire Medical,Medical devices,USD,TRUE,US4577301090,XNYS,INSP,TRUE,FALSE,TRUE,TRUE,
Abiomed,Abiomed Inc,Medical devices,USD,TRUE,US0036541003,XNAS,ABMD,TRUE,FALSE,TRUE,TRUE,
Boston Scientific,Boston Scientific Corp,Medical devices,USD,TRUE,US1011371077,XNYS,BSX,TRUE,FALSE,TRUE,TRUE,
Cooper,The Cooper Companies Inc,Medical devices,USD,TRUE,US2166484020,XNYS,COO,TRUE,FALSE,TRUE,TRUE,
Tandem Diabetes,Tandem Diabetes Care Inc,Medical devices,USD,TRUE,US8753722037,XNAS,TNDM,TRUE,FALSE,TRUE,TRUE,
CSI,Cardiovascular Systems Inc,Medical devices,USD,TRUE,US1416191062,XNAS,CSII,TRUE,TRUE,TRUE,TRUE,
Zimmer Biomet,Zimmer Biomet Holdings Inc,Medical devices,USD,TRUE,US98956P1021,XNYS,ZBH,TRUE,FALSE,TRUE,TRUE,
Integer,Integer Holdings Corp,Medical devices,USD,TRUE,US45826H1095,XNYS,ITGR,TRUE,TRUE,TRUE,TRUE,
Atrion Corp,Atrion Corp,Medical devices,USD,TRUE,US0499041053,XNAS,ATRI,TRUE,FALSE,TRUE,TRUE,
Penumbra,Penumbra Inc,Medical devices,USD,TRUE,US70975L1070,XNYS,PEN,TRUE,FALSE,TRUE,TRUE,
Merit Medical,Merit Medical Sys,Medical devices,USD,TRUE,US5898891040,XNAS,MMSI,TRUE,TRUE,TRUE,TRUE,
ShockWave,ShockWave,Medical devices,USD,TRUE,US82489T1043,XNAS,SWAV,TRUE,FALSE,TRUE,TRUE,
Abbott Labs,Abbott Laboratories Inc,Medical devices,USD,TRUE,US0028241000,XNYS,ABT,TRUE,FALSE,TRUE,TRUE,
Globus Medical,Globus Medical Inc,Medical devices,USD,TRUE,US3795772082,XNYS,GMED,TRUE,FALSE,TRUE,TRUE,
